
Start_ns, stop_ns,  spent_ns
460177257, 461514514, 1337257
461639314, 462935771, 1296457
463213371, 464577942, 1364571
464701142, 466002056, 1300914
466270857, 467607999, 1337142
467727542, 469238399, 1510857
469362399, 470715999, 1353600
470837599, 472311199, 1473600
472436228, 473793828, 1357600
473915428, 475403999, 1488571
475529028, 476841142, 1312114
476963428, 478439542, 1476114
478564571, 479877942, 1313371
479998514, 481485142, 1486628
481608914, 482909256, 1300342
483191657, 484528457, 1336800
484653256, 485946856, 1293600
486218057, 487611999, 1393942
487735656, 489245942, 1510286
489371314, 490741371, 1370057
490864685, 492350742, 1486057
492475999, 493825142, 1349143
493947542, 495426285, 1478743
495551542, 496844685, 1293143
496966285, 498441142, 1474857
498566399, 499860571, 1294172
499982399, 501468571, 1486172
501593485, 502882856, 1289371
503150971, 504509371, 1358400
504634399, 505932799, 1298400
506209828, 507549828, 1340000
507673714, 508986742, 1313028
509254628, 510596114, 1341486
510717485, 512023085, 1305600
512822285, 514435085, 1612800
514562971, 515872571, 1309600
515993942, 517538857, 1544915
517661028, 518958514, 1297486
519233942, 520634056, 1400114
520754399, 522271657, 1517258
522396571, 523775199, 1378628
523898056, 525408457, 1510401
525533828, 526844228, 1310400
526965942, 528446057, 1480115
528571199, 529884571, 1313372
530005256, 531509714, 1504458
531634628, 532934628, 1300000
533206971, 534544685, 1337714
534668914, 535978856, 1309942
536251428, 537598971, 1347543
537720914, 539166514, 1445600
539292571, 540668342, 1375771
540795771, 542360799, 1565028
542486285, 543805942, 1319657
543928571, 545417942, 1489371
545542399, 546875085, 1332686
546996228, 548505942, 1509714
548629714, 549927314, 1297600
550203542, 551545485, 1341943
551670742, 552969028, 1298286
553245942, 554642628, 1396686
554761942, 556272228, 1510286
556397485, 557769599, 1372114
557891885, 559374399, 1482514
559501714, 560819999, 1318285
560943314, 562427199, 1483885
562553828, 563869371, 1315543
563990628, 565472685, 1482057
565597028, 566914856, 1317828
567193028, 568535999, 1342971
568660114, 569955199, 1295085
570226857, 571566171, 1339314
571688799, 572987999, 1299200
573255885, 574667885, 1412000
574795999, 576304114, 1508115
576428799, 577791656, 1362857
577914171, 579411542, 1497371
579537599, 580847656, 1310057
580969028, 582453485, 1484457
582578057, 583896571, 1318514
584018285, 585516457, 1498172
585640914, 586938971, 1298057
587213599, 588611999, 1398400
588732228, 590202628, 1470400
590327657, 591733485, 1405828
591855085, 593335771, 1480686
593460799, 594776228, 1315429
594897828, 596380571, 1482743
596505257, 597821256, 1315999
597943199, 599423314, 1480115
599547885, 600897256, 1349371
601018856, 602515314, 1496458
602639314, 603925714, 1286400
604206285, 605547085, 1340800
605669371, 606969028, 1299657
607239999, 608575428, 1335429
608698285, 610146742, 1448457
610274628, 611613714, 1339086
611734171, 613251657, 1517486
613376342, 614730514, 1354172
614852685, 616322514, 1469829
616447542, 617798742, 1351200
617921256, 619426857, 1505601
619551771, 620844114, 1292343
620965942, 622744571, 1778629
622869256, 624363771, 1494515
624487657, 625805142, 1317485
625928571, 627419085, 1490514
627544799, 628915428, 1370629
629198628, 630543199, 1344571
630665828, 632149257, 1483429
632276342, 633609485, 1333143
633730056, 635192457, 1462401
635317942, 636685828, 1367886
636812685, 638372228, 1559543
638497028, 639818056, 1321028
639940799, 641424571, 1483772
641551085, 642844571, 1293486
642965714, 644444228, 1478514
644569599, 645894628, 1325029
646173028, 647520228, 1347200
647644799, 648935542, 1290743
649213714, 650569028, 1355314
650691885, 651997599, 1305714
652264457, 653614399, 1349942
653734742, 655243085, 1508343
655368799, 656729942, 1361143
656851199, 658330857, 1479658
658457142, 659794856, 1337714
659917142, 661405485, 1488343
661530628, 662841942, 1311314
662964914, 664439885, 1474971
664565599, 665878056, 1312457
665999428, 667480228, 1480800
667604114, 668905485, 1301371
669183199, 670523771, 1340572
670648456, 671939885, 1291429
672237714, 673639199, 1401485
673758285, 675263542, 1505257
675387771, 676742628, 1354857
676863999, 678339428, 1475429
678465257, 679859885, 1394628
679982056, 681468228, 1486172
681593714, 682885371, 1291657
683172914, 684516228, 1343314
684640571, 685939314, 1298743
686212114, 687609371, 1397257
687729599, 689197371, 1467772
689322285, 690725828, 1403543
690847542, 692348342, 1500800
692476228, 693868342, 1392114
693989942, 695475428, 1485486
695600228, 696899542, 1299314
697181828, 698531199, 1349371
698655656, 699972914, 1317258
700244571, 701590171, 1345600
701712456, 703159199, 1446743
703287999, 704621028, 1333029
704742171, 706244457, 1502286
706369828, 707733828, 1364000
707857142, 709345828, 1488686
709472342, 710788571, 1316229
710910742, 712406971, 1496229
712533485, 713850399, 1316914
713973028, 715458857, 1485829
715584457, 716944914, 1360457
717219885, 718620228, 1400343
718741485, 720212342, 1470857
720337599, 721679657, 1342058
721799771, 723300457, 1500686
723923428, 725502971, 1579543
725630057, 726928914, 1298857
727201485, 728546057, 1344572
728670171, 729989942, 1319771
730261828, 731601599, 1339771
731722628, 733235657, 1513029
733360342, 734730628, 1370286
734852114, 736325828, 1473714
736450514, 737853828, 1403314
737976114, 739463428, 1487314
739587314, 740873485, 1286171
740995085, 742497714, 1502629
742624342, 743927542, 1303200
